--[[
  ~ dumper · customs · dota2
  ~ credits: rou (a.k.a internetenemy), qfun(a.k.a qfun_g9s)
  ~ special for t.me/wildguild

  ~ build b9dc48c · 2026-08-02 17:42:46 UTC
  ~ auto-generated — do not edit
]]


﻿Tokens,Schinese,English,Russian
bless_20002_desc_short,获得 <font color='#83d18a'>{lv}</font> 级的 <font color='#ffea47'>[肉钩]</font> ，冷却恢复时自动释放，不消耗魔法值。,Grants Level <font color='#83d18a'>{lv}</font> <font color='#ffea47'>[Meat Hook]</font>. Auto-casts towards the nearest visible enemy hero within <font color='#83d18a'>{radius}</font> radius when off cooldown. Costs no mana.,Дает <font color='#ffea47'>[Meat Hook]</font> <font color='#83d18a'>{lv}</font> уровня. Автоматически применяется в сторону ближайшего видимого вражеского героя в радиусе <font color='#83d18a'>{radius}</font> при готовности. Не расходует ману.
bless_20003_desc_short,获得 <font color='#83d18a'>{lv}</font> 级的 <font color='#ffea47'>[腐蚀皮肤]</font> 。,Grants Level <font color='#83d18a'>{lv}</font> <font color='#ffea47'>[Corrosive Skin]</font>.,Дает <font color='#ffea47'>[Corrosive Skin]</font> <font color='#83d18a'>{lv}</font> уровня.
bless_20004_desc_short,获得 <font color='#83d18a'>{lv}</font> 级的 <font color='#ffea47'>[剑刃风暴]</font> ，冷却恢复时自动释放，不消耗魔法值。,Grants Level <font color='#83d18a'>{lv}</font> <font color='#ffea47'>[Blade Fury]</font>. Auto-casts when off cooldown. Costs no mana.,Дает <font color='#ffea47'>[Blade Fury]</font> <font color='#83d18a'>{lv}</font> уровня. Автоматически применяется при готовности. Не расходует ману.
bless_20005_desc_short,获得 <font color='#83d18a'>{lv}</font> 级的 <font color='#ffea47'>[热血战魂]</font> 。,Grants Level <font color='#83d18a'>{lv}</font> <font color='#ffea47'>[Fervor]</font>.,Дает <font color='#ffea47'>[Fervor]</font> <font color='#83d18a'>{lv}</font> уровня.
bless_20006_desc_short,获得 <font color='#83d18a'>{lv}</font> 级的 <font color='#ffea47'>[棒击大地]</font> ，冷却恢复时自动释放，不消耗魔法值。,Grants Level <font color='#83d18a'>{lv}</font> <font color='#ffea47'>[Boundless Strike]</font>. Auto-casts towards the nearest visible enemy hero within <font color='#83d18a'>{radius}</font> radius when off cooldown. Costs no mana.,Дает <font color='#ffea47'>[Boundless Strike]</font> <font color='#83d18a'>{lv}</font> уровня. Автоматически применяется в сторону ближайшего видимого вражеского героя в радиусе <font color='#83d18a'>{radius}</font> при готовности. Не расходует ману.
bless_20007_desc_short,获得 <font color='#83d18a'>{lv}</font> 级的 <font color='#ffea47'>[闪光幽魂]</font> ，冷却恢复时自动释放，不消耗魔法值。,Grants Level <font color='#83d18a'>{lv}</font> <font color='#ffea47'>[Spark Wraith]</font>. Auto-casts at the position of the nearest visible enemy hero within {radius} radius when off cooldown. Costs no mana.,Дает <font color='#ffea47'>[Spark Wraith]</font> <font color='#83d18a'>{lv}</font> уровня. Автоматически применяется в позицию ближайшего видимого вражеского героя в радиусе {radius} при готовности. Не расходует ману.
bless_20008_desc_short,获得 <font color='#83d18a'>{lv}</font> 级的 <font color='#ffea47'>[查克拉魔法]</font> ，冷却恢复时对自身释放，不消耗魔法值。,Grants Level <font color='#83d18a'>{lv}</font> <font color='#ffea47'>[Chakra Magic]</font>. Auto-casts on yourself when off cooldown. Costs no mana.,Дает <font color='#ffea47'>[Chakra Magic]</font> <font color='#83d18a'>{lv}</font> уровня. Автоматически применяется на себя при готовности. Не расходует ману.
bless_20009_desc_short,获得 <font color='#83d18a'>{lv}</font> 级的 <font color='#ffea47'>[奥法鹰隼]</font> ，冷却恢复时自动释放，不消耗魔法值。,Grants Level <font color='#83d18a'>{lv}</font> <font color='#ffea47'>[Arcane Falcon]</font>. Auto-casts on the nearest visible enemy hero within <font color='#83d18a'>{radius}</font> radius when off cooldown. Costs no mana.,Дает <font color='#ffea47'>[Arcane Falcon]</font> <font color='#83d18a'>{lv}</font> уровня. Автоматически применяется на ближайшего видимого вражеского героя в радиусе <font color='#83d18a'>{radius}</font> при готовности. Не расходует ману.
bless_20010_desc_short,获得 <font color='#83d18a'>{lv}</font> 级的 <font color='#ffea47'>[陵卫斗篷]</font> 。,Grants Level <font color='#83d18a'>{lv}</font> <font color='#ffea47'>[Gravekeeper's Cloak]</font>.,Дает <font color='#ffea47'>[Gravekeeper's Cloak]</font> <font color='#83d18a'>{lv}</font> уровня.
bless_20011_desc_short,获得 <font color='#83d18a'>{lv}</font> 级的 <font color='#ffea47'>[奔袭冲撞]</font> ，冷却恢复时自动释放，不消耗魔法值。,Grants Level <font color='#83d18a'>{lv}</font> <font color='#ffea47'>[Stampede]</font>. Auto-casts when off cooldown. Costs no mana.,Дает <font color='#ffea47'>[Stampede]</font> <font color='#83d18a'>{lv}</font> уровня. Автоматически применяется при готовности. Не расходует ману.
bless_20012_desc_short,获得 <font color='#83d18a'>{lv}</font> 级的 <font color='#ffea47'>[变狼]</font> ，冷却恢复时自动释放，不消耗魔法值。,Grants Level <font color='#83d18a'>{lv}</font> <font color='#ffea47'>[Shapeshift]</font>. Auto-casts when off cooldown. Costs no mana.,Дает <font color='#ffea47'>[Shapeshift]</font> <font color='#83d18a'>{lv}</font> уровня. Автоматически применяется при готовности. Не расходует ману.
bless_21001_desc_short,下次普攻拥有 <font color='#83d18a'>{atk_range}</font> 额外攻击距离，并且会额外造成 <font color='#83d18a'>{base_dmg}</font> 点物理伤害。如果敌方单位死于灵魂痛击，则灵魂痛击的伤害永久增加 <font color='#83d18a'>{dmg_per_kill}</font> 点，这个加成会在击杀英雄时提升 <font color='#83d18a'>{kill_hero}</font> 倍。 <font color='#8e8e8e'>（CD: {cd} 秒）</font>,"The next attack gains <font color='#83d18a'>{atk_range}</font> bonus attack range and deals <font color='#83d18a'>{base_dmg}</font> bonus physical damage. If an enemy unit dies to Soul Strike, its damage permanently increases by <font color='#83d18a'>{dmg_per_kill}</font>, multiplied by <font color='#83d18a'>{kill_hero}</font> for hero kills. <font color='#8e8e8e'>(CD: {cd}s)</font>","Следующая атака получает <font color='#83d18a'>{atk_range}</font> доп. дальности атаки и наносит <font color='#83d18a'>{base_dmg}</font> доп. физического урона. Если враг умирает от Soul Strike, ее урон навсегда увеличивается на <font color='#83d18a'>{dmg_per_kill}</font>. За убийство героя бонус увеличивается в <font color='#83d18a'>{kill_hero}</font> раз(а). <font color='#8e8e8e'>(КД: {cd} сек.)</font>"
bless_21002_desc_short,对 <font color='#83d18a'>{radius}</font> 码内的敌方英雄的方向进行一次范围攻击，命中敌人则获得一层 <font color='#ffea47'>[风]</font>，拥有2层[风]时，下次释放时斩出一道能够击飞敌人的旋风，并攻击旋风接触到的敌人。 <font color='#8e8e8e'>（CD: {cd} 秒）</font> 。,"Performs an unavoidable area attack towards enemy heroes within <font color='#83d18a'>{radius}</font> range. If it hits, gains 1 stack of <font color='#ffea47'>[Whirling Slash]</font> for <font color='#83d18a'>6</font>s. At 2 stacks of <font color='#ffea47'>[Whirling Slash]</font>, the next cast launches a whirlwind towards enemies within <font color='#83d18a'>{radius_rush}</font> range, stunning and knocking them up for <font color='#83d18a'>{stun}</font>s, and attacking enemies hit by the whirlwind <font color='#8e8e8e'>（CD: {cd}s）</font>.","Совершает точную атаку по площади в направлении вражеских героев в радиусе <font color='#83d18a'>{radius}</font>. При попадании даёт 1 заряд <font color='#ffea47'>[Whirling Slash]</font> на <font color='#83d18a'>6</font> сек. При наличии 2 зарядов <font color='#ffea47'>[Whirling Slash]</font> следующее применение выпустит вихрь в сторону врагов в радиусе <font color='#83d18a'>{radius_rush}</font>, который оглушит и подбросит их на <font color='#83d18a'>{stun}</font> сек., а также атакует задетых врагов <font color='#8e8e8e'>（КД: {cd} сек.）</font>."
bless_21003_desc_short,攻击敌方英雄后，向该方向发射 <font color='#83d18a'>5</font> 颗子弹，每次造成 <font color='#83d18a'>{dmg} + {atk_dmg_pct}%×攻击力</font> 物理伤害，敌人受到 <font color='#83d18a'>3</font> 次伤害时，额外受到一次攻击。 <font color='#8e8e8e'>（攻击速度提升会降低子弹间隔，发射期间缴械自身，CD: {cd} 秒）</font> 。,"After attacking an enemy hero within <font color='#83d18a'>{radius}</font> radius, continuously fires <font color='#83d18a'>5</font> bullets in that direction, each dealing <font color='#83d18a'>{dmg} + {atk_dmg_pct}% × Attack Damage</font> physical damage. Enemies taking damage <font color='#83d18a'>3</font> times receive an extra unavoidable instant attack. <font color='#8e8e8e'>(Disarms self while firing, CD: {cd}s)</font>.<br>Bullets travel <font color='#83d18a'>{distance}</font> distance. Base firing interval is <font color='#83d18a'>{interval}</font>s. For every <font color='#83d18a'>300</font> Attack Speed, interval is reduced by <font color='#83d18a'>{interval_shorter}</font>s (up to twice).","После атаки вражеского героя в радиусе <font color='#83d18a'>{radius}</font> непрерывно выпускает <font color='#83d18a'>5</font> пуль в этом направлении, каждая наносит <font color='#83d18a'>{dmg} + {atk_dmg_pct}% × урон от атаки</font> физического урона. Враги, получившие урон <font color='#83d18a'>3</font> раза, получают доп. мгновенную атаку без возможности уклонения. <font color='#8e8e8e'>(Разоружает себя во время стрельбы, КД: {cd} сек.)</font>.<br>Пули летят на дистанцию <font color='#83d18a'>{distance}</font>. Базовый интервал стрельбы <font color='#83d18a'>{interval}</font> сек. За каждые <font color='#83d18a'>300</font> скорости атаки интервал снижается на <font color='#83d18a'>{interval_shorter}</font> сек. (до двух раз)."
bless_21004_desc_short,当主动技能均冷却时，附身到一名 <font color='#83d18a'>{radius}</font> 码内的队友身上，为其添加 <font color='#83d18a'>{hp}×等级</font> 护盾（享受技能增强），护盾耗尽或者 <font color='#83d18a'>{duration}</font> 秒后解除附身，附身期间队友获得减益免疫状态。 <font color='#8e8e8e'>（CD: {cd} 秒）</font> 。,"When all your active abilities are on cooldown and you are not channeling, possesses the nearest hero within <font color='#83d18a'>{radius}</font> radius, granting them a <font color='#83d18a'>{hp} × Level</font> shield (shield value is affected by Spell Amplification). This shield is consumed first. Possession ends when the shield is depleted or after <font color='#83d18a'>{duration}</font>s. While possessed, the ally gains Debuff Immunity. <font color='#8e8e8e'>(Cooldown starts after possession ends, CD: {cd}s)</font>.","Когда все ваши активные способности перезаряжаются и вы не применяете прерываемое заклинание, вселяется в ближайшего героя в радиусе <font color='#83d18a'>{radius}</font>, даруя ему щит на <font color='#83d18a'>{hp} × уровень</font> (прочность щита усиливается уроном от заклинаний). Этот щит расходуется в первую очередь. Вселение заканчивается при истощении щита или через <font color='#83d18a'>{duration}</font> сек. Во время вселения союзник получает невосприимчивость к эффектам. <font color='#8e8e8e'>(Перезарядка начинается после окончания вселения, КД: {cd} сек.)</font>."
bless_21005_desc_short,每 <font color='#83d18a'>{cd}</font> 秒，在 <font color='#83d18a'>{radius}</font> 码内不可见的英雄的位置显示红色特效提示该敌人的位置<font color='#8e8e8e'>（该特效对己方可见，包括隐身和阴影中的敌人）</font> 。,"Every <font color='#83d18a'>{cd}</font>s, reveals the position of invisible heroes within <font color='#83d18a'>{radius}</font> radius with a red visual effect visible to your team <font color='#8e8e8e'>(includes enemies in invisibility and fog of war)</font>.","Каждые <font color='#83d18a'>{cd}</font> сек. раскрывает позицию невидимых героев в радиусе <font color='#83d18a'>{radius}</font> с помощью красного визуального эффекта, видимого вашей команде <font color='#8e8e8e'>(включая врагов в невидимости и тумане войны)</font>."
bless_21006_desc_short,如果自身生命值高于 <font color='#83d18a'>{limit_pct}%</font> ，损失 <font color='#83d18a'>{pct}%×最大生命值</font> ，移动速度 <font color='#83d18a'>+{ys}%</font> ，持续 <font color='#83d18a'>{duration}</font> 秒 <font color='#8e8e8e'>（CD: {cd} 秒）</font> 。如果自身生命值低于 <font color='#83d18a'>{limit_pct}%</font> ，每秒恢复 <font color='#83d18a'>{recover_pct}%×最大生命值</font> 点血量<font color='#8e8e8e'>。,"If your Health is above <font color='#83d18a'>{limit_pct}%</font>, lose <font color='#83d18a'>{pct}% × Max Health</font> to gain <font color='#83d18a'>+{ys}%</font> Movement Speed for <font color='#83d18a'>{duration}</font>s <font color='#8e8e8e'>(CD: {cd}s)</font>. If your Health is below <font color='#83d18a'>{limit_pct}%</font>, recover <font color='#83d18a'>{recover_pct}% × Max Health</font> per second<font color='#8e8e8e'>.","Если ваше здоровье выше <font color='#83d18a'>{limit_pct}%</font>, вы теряете <font color='#83d18a'>{pct}% × макс. здоровье</font> и получаете <font color='#83d18a'>+{ys}%</font> к скорости передвижения на <font color='#83d18a'>{duration}</font> сек. <font color='#8e8e8e'>(КД: {cd} сек.)</font>. Если ваше здоровье ниже <font color='#83d18a'>{limit_pct}%</font>, восстанавливает <font color='#83d18a'>{recover_pct}% × макс. здоровье</font> в секунду<font color='#8e8e8e'>."
bless_100001_desc_short,{k1}持续时间延长 <font color='#83d18a'>{v2}</font> 秒，伤害 <font color='#83d18a'>+{v1}</font>。,"{k1} duration +<font color='#83d18a'>{v1}</font>s, Damage +<font color='#83d18a'>{v2}%</font>","{k1}: длит. +<font color='#83d18a'>{v1}</font> сек., урон +<font color='#83d18a'>{v2}%</font>"
bless_100002_desc_short,{k1}伤害护盾 <font color='#83d18a'>+{v1}%</font> 。,{k1} Damage Shield +<font color='#83d18a'>{v1}%</font>,{k1}: щит урона +<font color='#83d18a'>{v1}%</font>
bless_100003_desc_short,{k1}冷却 <font color='#83d18a'>-{v1}</font> 秒。,{k1} Cooldown -<font color='#83d18a'>{v1}</font>s,{k1}: перезарядка -<font color='#83d18a'>{v1}</font> сек.
bless_100004_desc_short,技能增强+{jnzq}%，{k1}传送耗时降低至 <font color='#83d18a'>{v1}</font> 秒。,"Spell Amplification +{jnzq}%, {k1} Teleport Channel Time reduced to <font color='#83d18a'>{v1}</font>s.","Усиление заклинаний +{jnzq}%, время телепортации {k1} снижено до <font color='#83d18a'>{v1}</font> сек."
bless_100005_desc_short,{k1}每波固定伤害 <font color='#83d18a'>+{v1}</font>,{k1} Damage +<font color='#83d18a'>{v1}%</font>,{k1}: урон +<font color='#83d18a'>{v1}%</font>
bless_100006_desc_short,{k1}持续时间 <font color='#83d18a'>+{v1}%</font> ，冷却降低至 <font color='#83d18a'>{v2}</font> 秒。,"{k1} Duration +<font color='#83d18a'>{v1}%</font>, Cooldown reduced to <font color='#83d18a'>{v2}</font>s","{k1}: длит. +<font color='#83d18a'>{v1}%</font>, перезарядка до <font color='#83d18a'>{v2}</font> сек."
bless_100007_desc_short,{k1}额外金钱奖励提升至 <font color='#83d18a'>{v2}</font> ，最高额外金钱提升至 <font color='#83d18a'>{v1}</font> 。,"{k1} Bonus Gold increased to <font color='#83d18a'>{v2}</font>, Max Bonus Gold up to <font color='#83d18a'>{v1}</font>","{k1}: бонус. золото до <font color='#83d18a'>{v2}</font>, макс. золото до <font color='#83d18a'>{v1}</font>"
bless_100008_desc_short,{k1}生命恢复 <font color='#83d18a'>+{v1}</font> 、攻击间隔降低至 <font color='#83d18a'>{v2}</font> 。,"{k1} HP Regen +<font color='#83d18a'>{v1}</font>, Attack Interval reduced to <font color='#83d18a'>{v2}</font>","{k1}: восст. здоровья +<font color='#83d18a'>{v1}</font>, интервал атак до <font color='#83d18a'>{v2}</font>"
bless_100009_desc_short,{k1}护甲削弱 <font color='#83d18a'>+{v1}%</font> ，范围 <font color='#83d18a'>+{v2}%</font> 。,"{k1} Armor Reduction +<font color='#83d18a'>{v1}%</font>, Range +<font color='#83d18a'>{v2}</font>","{k1}: снижение брони +<font color='#83d18a'>{v1}%</font>, радиус +<font color='#83d18a'>{v2}</font>"
bless_100010_desc_short,{k1}斩杀阈值 <font color='#83d18a'>+{v1}%</font>,{k1} Execution Threshold +<font color='#83d18a'>{v1}%</font>,{k1}: порог казни +<font color='#83d18a'>{v1}%</font>
bless_100011_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}%</font>,"{k1} Damage Per Second <font color='#83d18a'>+{v1}</font>, <font color='#83d18a'>-{v2}</font>s Cooldown","Урон в секунду {k1} <font color='#83d18a'>+{v1}</font>, перезарядка <font color='#83d18a'>-{v2}</font> сек."
bless_100012_desc_short,{k1}冷却 <font color='#83d18a'>-{v1}%</font>,{k1} Cooldown Reduction <font color='#83d18a'>{v1}%</font>,{k1}: перезарядка -<font color='#83d18a'>{v1}%</font>
bless_100013_desc_short,{k1}魔法抗性 <font color='#83d18a'>+{v1}%</font>,{k1} Magic Resistance +<font color='#83d18a'>{v1}%</font>,{k1}: сопр. магии +<font color='#83d18a'>{v1}%</font>
bless_100014_desc_short,{k1}伤害系数 <font color='#83d18a'>+{v1}</font> ，冷却 <font color='#83d18a'>-{v2}%</font>,"{k1} Damage Multiplier <font color='#83d18a'>+{v1}</font>, <font color='#83d18a'>-{v2}%</font> Cooldown","{k1}: множитель урона <font color='#83d18a'>+{v1}</font>, <font color='#83d18a'>-{v2}%</font> перезарядки"
bless_100015_desc_short,状态抗性 <font color='#83d18a'>+{ztkx}%</font> ，{k1}施法距离 <font color='#83d18a'>+{v1}%</font>,"+<font color='#83d18a'>{ztkx}%</font> Status Resistance, {k1} Cast Range +<font color='#83d18a'>{v1}%</font>","+<font color='#83d18a'>{ztkx}%</font> сопр. эффектам, {k1}: дальность прим. +<font color='#83d18a'>{v1}%</font>"
bless_100016_desc_short,{k1}冷却 <font color='#83d18a'>-{v1}%</font>,{k1} Cooldown Reduction <font color='#83d18a'>{v1}%</font>,{k1}: перезарядка -<font color='#83d18a'>{v1}%</font>
bless_100017_desc_short,{k1}冷却 <font color='#83d18a'>-{v1}%</font>,{k1} Cooldown Reduction <font color='#83d18a'>{v1}%</font>,{k1}: перезарядка -<font color='#83d18a'>{v1}%</font>
bless_100018_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}%</font>,{k1} Damage +<font color='#83d18a'>{v1}%</font>,{k1}: урон +<font color='#83d18a'>{v1}%</font>
bless_100019_desc_short,生命值+ <font color='#83d18a'>{sm}</font> ，{k1}护甲加成 <font color='#83d18a'>+{v1}%</font>,"{k1} Armor Bonus +<font color='#83d18a'>{v1}%</font>, + <font color='#83d18a'>{sm} </font> Health","{k1}: бонус брони +<font color='#83d18a'>{v1}%</font>, + <font color='#83d18a'>{sm}</font> здоровья"
bless_100020_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}%</font>,{k1} Damage +<font color='#83d18a'>{v1}%</font>,{k1}: урон +<font color='#83d18a'>{v1}%</font>
bless_100021_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}%</font> ，{k4}所需攻击次数 <font color='#83d18a'>-{v2}</font>,"{k1} Damage +<font color='#83d18a'>{v1}%</font>, {k4} required attacks -<font color='#83d18a'>{v2}</font>","{k1}: урон +<font color='#83d18a'>{v1}%</font>, атак для {k4} -<font color='#83d18a'>{v2}</font>"
bless_100022_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}%</font> ，施法距离 <font color='#83d18a'>+{v2}</font>,"{k1} Damage +<font color='#83d18a'>{v1}%</font>, Cast Range +<font color='#83d18a'>{v2}</font>","{k1}: урон +<font color='#83d18a'>{v1}%</font>, дальность прим. +<font color='#83d18a'>{v2}</font>"
bless_100023_desc_short,{k1}冷却 <font color='#83d18a'>-{v1}</font> 秒。,{k1} Cooldown -<font color='#83d18a'>{v1}</font>,{k1}: перезарядка -<font color='#83d18a'>{v1}</font>
bless_100024_desc_short,{k1}施法距离 <font color='#83d18a'>+{v1}</font>,{k1} Cast Range +<font color='#83d18a'>{v1}</font>,{k1}: дальность прим. +<font color='#83d18a'>{v1}</font>
bless_100025_desc_short,{k1}飞行持续时间 <font color='#83d18a'>+{v1}</font> 秒,{k1} Flight Duration +<font color='#83d18a'>{v1}</font>s,{k1}: длит. полёта +<font color='#83d18a'>{v1}</font> сек.
bless_100026_desc_short,连续释放 <font color='#83d18a'>{count}</font> 次粘性燃油。,Casts Sticky Napalm <font color='#83d18a'>{count}</font> times consecutively.,Применяет Sticky Napalm <font color='#83d18a'>{count}</font> раз(а) подряд.
bless_100027_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}%</font>，冷却 <font color='#83d18a'>-{v2}</font> 秒,"{k1} Damage +<font color='#83d18a'>{v1}%</font>, Cooldown -<font color='#83d18a'>{v2}</font>s","{k1}: урон +<font color='#83d18a'>{v1}%</font>, перезарядка -<font color='#83d18a'>{v2}</font> сек."
bless_100028_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}</font> ，额外召唤 <font color='#83d18a'>{v2}</font>只战鹰,"{k1} Damage +<font color='#83d18a'>{v1}</font>, summon <font color='#83d18a'>{v2}</font> extra Hawks","{k1}: урон +<font color='#83d18a'>{v1}</font>, +<font color='#83d18a'>{v2}</font> ястреба"
bless_100029_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}%</font>,{k1} Damage +<font color='#83d18a'>{v1}%</font>,{k1}: урон +<font color='#83d18a'>{v1}%</font>
bless_100030_desc_short,释放野性之斧时额外向两侧扇形释放，技能增强 <font color='#83d18a'>-{jnzq}%</font>,Wild Axes releases additional axes in a fan to the sides. <font color='#83d18a'>-{jnzq}%</font> Spell Amplification,Wild Axes выпускает дополнительные топоры веером по сторонам. <font color='#83d18a'>-{jnzq}%</font> к урону от способностей
bless_100031_desc_short,{k1}冷却 <font color='#83d18a'>-{v1}</font> 秒,{k1} Cooldown -<font color='#83d18a'>{v1}</font>s,{k1}: перезарядка -<font color='#83d18a'>{v1}</font> сек.
bless_100032_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}%</font>,{k1} Damage +<font color='#83d18a'>{v1}%</font>,{k1}: урон +<font color='#83d18a'>{v1}%</font>
bless_100033_desc_short,{k1}额外造成 <font color='#83d18a'>{v1}%</font> 敌人当前生命值初始伤害，冷却 <font color='#83d18a'>-{v2}</font> 秒,"{k1} deals extra <font color='#83d18a'>{v1}%</font> of target's current HP as initial damage, Cooldown -<font color='#83d18a'>{v2}</font>s","{k1}: доп. нач. урон в <font color='#83d18a'>{v1}%</font> тек. здоровья, перезарядка -<font color='#83d18a'>{v2}</font> сек."
bless_100034_desc_short,{k1}窃取金钱 <font color='#83d18a'>+{v1}%</font> ，攻击力加成 <font color='#83d18a'>+{v2}</font>,"{k1} Gold Steal <font color='#83d18a'>+{v1}%</font>, Damage Bonus <font color='#83d18a'>+{v2}</font>","{k1} Кража золота <font color='#83d18a'>+{v1}%</font>, бонус к урону <font color='#83d18a'>+{v2}</font>"
bless_100035_desc_short,{k1}伤害加深 <font color='#83d18a'>+{v1}%</font>,{k1} Damage +<font color='#83d18a'>{v1}%</font>,{k1}: урон +<font color='#83d18a'>{v1}%</font>
bless_100036_desc_short,连续释放 <font color='#83d18a'>{count}</font> 次{k1}，伤害<font color='#83d18a'>+{v1}%</font>,"Cast {k1} <font color='#83d18a'>{count}</font> times in a row, damage <font color='#83d18a'>+{v1}%</font>","Примените {k1} <font color='#83d18a'>{count}</font> раз подряд, урон <font color='#83d18a'>+{v1}%</font>"
bless_100037_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}%</font>,{k1} Damage +<font color='#83d18a'>{v1}%</font>,{k1}: урон +<font color='#83d18a'>{v1}%</font>
bless_100038_desc_short,{k1}持续时间 <font color='#83d18a'>+{v1}%</font>,{k1} Duration +<font color='#83d18a'>{v1}%</font>,{k1}: длительность +<font color='#83d18a'>{v1}%</font>
bless_100039_desc_short,{k1}冷却 <font color='#83d18a'>-{v1}%</font>,{k1} Cooldown Reduction <font color='#83d18a'>{v1}%</font>,{k1}: перезарядка -<font color='#83d18a'>{v1}%</font>
bless_100040_desc_short,{k1}背后减伤提升至 <font color='#83d18a'>{v1}%</font> 、侧面减伤提升至 <font color='#83d18a'>{v2}%</font>,"{k1} Back Damage Reduction to <font color='#83d18a'>{v1}%</font>, Side to <font color='#83d18a'>{v2}%</font>","{k1}: сопр. урону сзади до <font color='#83d18a'>{v1}%</font>, сбоку до <font color='#83d18a'>{v2}%</font>"
bless_100041_desc_short,{k1}叠加伤害 <font color='#83d18a'>+{v1}</font> 、叠加伤害上限 <font color='#83d18a'>+{v2}</font>,"{k1} Stack Damage +<font color='#83d18a'>{v1}</font>, Max Stack Damage +<font color='#83d18a'>{v2}</font>","{k1}: урон за заряд +<font color='#83d18a'>{v1}</font>, макс. урон зарядов +<font color='#83d18a'>{v2}</font>"
bless_100042_desc_short,生命值 <font color='#83d18a'>+{sm}</font> ，释放针刺扫射和粘稠鼻液时连续释放 <font color='#83d18a'>{count}</font> 次,+{sm} Health. Quill Spray and Nasal Goo fire <font color='#83d18a'>{count}</font> times.,+{sm} здоровья. Quill Spray и Nasal Goo срабатывают <font color='#83d18a'>{count}</font> раза.
bless_100043_desc_short,先天技能治疗提高200%,Innate ability healing increased by 200%,Лечение врождённой способности +200%
bless_100044_desc_short,小蜘蛛生命值,Spiderling Health,Здоровье паучков
bless_100045_desc_short,小蜘蛛数量,Spiderling Count,Число паучков
bless_100046_desc_short,{k1}移动速度系数 <font color='#83d18a'>+{v1}%</font>,{k1} Move Speed Coeff <font color='#83d18a'>+{v1}%</font>,{k1} Коэфф. скор. движ. <font color='#83d18a'>+{v1}%</font>
bless_100047_desc_short,{k1}力量伤害系数提升至 <font color='#83d18a'>{v1}%</font> ，伤害 <font color='#83d18a'>+{v2}</font>,"{k1} Strength Damage Factor to <font color='#83d18a'>{v1}%</font>, Damage +<font color='#83d18a'>{v2}</font>","{k1}: коэф. урона от силы до <font color='#83d18a'>{v1}%</font>, урон +<font color='#83d18a'>{v2}</font>"
bless_100048_desc_short,{k1}冷却 <font color='#83d18a'>-{v1}%</font>,{k1} Cooldown Reduction <font color='#83d18a'>{v1}%</font>,{k1}: перезарядка -<font color='#83d18a'>{v1}%</font>
bless_100049a_desc_short,{k1}最高伤害 <font color='#83d18a'>+{v2}%</font> 、最长晕眩 <font color='#83d18a'>+{v1}</font> 秒,"{k1} Max Damage +<font color='#83d18a'>{v2}%</font>, Max Stun +<font color='#83d18a'>{v1}</font>s","{k1}: макс. урон +<font color='#83d18a'>{v2}%</font>, макс. оглушение +<font color='#83d18a'>{v1}</font> сек."
bless_100049_desc_short,{k1}幻象承受伤害 <font color='#83d18a'>-{v1}%</font> ，继承攻击力 <font color='#83d18a'>+{v2}%</font>,"{k1} Illusion Damage Taken -<font color='#83d18a'>{v1}%</font>, Damage Inherited +<font color='#83d18a'>{v2}%</font>","{k1}: получ. урон иллюзий -<font color='#83d18a'>{v1}%</font>, урон иллюзий +<font color='#83d18a'>{v2}%</font>"
bless_100050_desc_short,{k1}最高致命一击 <font color='#83d18a'>+{v1}%</font>,{k1} Max Critical Damage +<font color='#83d18a'>{v1}%</font>,{k1}: макс. крит. урон +<font color='#83d18a'>{v1}%</font>
bless_100051_desc_short,实相裂隙还会对目标造成锁闭、破坏、缴械和沉默效果（不无视减益免疫），持续<font color='#83d18a'>{duration}</font>秒,"Reality Rift also applies Mute, Break, Disarm, and Silence to the target (does not pierce debuff immunity) for <font color='#83d18a'>{duration}</font> seconds.","Reality Rift также накладывает на цель истощение, бессилие, безмолвие и запрет на использование предметов (не проходит сквозь иммунитет к эффектам), длительность: <font color='#83d18a'>{duration}</font> сек."
bless_100052_desc_short,召唤信徒生命,Summoned Acolyte Health,Здоровье призванных последователей
bless_100053_desc_short,大招奶量和冷却,Ultimate Heal and Cooldown,Лечение и КД ульта
bless_100054_desc_short,大招cd,Ultimate Cooldown,КД ульта
bless_100055_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}%</font>,{k1} Damage +<font color='#83d18a'>{v1}%</font>,{k1}: урон +<font color='#83d18a'>{v1}%</font>
bless_100056_desc_short,{k1}骷髅弓手继承攻击力提升至 <font color='#83d18a'>{v1}%</font>,{k1} Skeleton Archer Damage Inherited to <font color='#83d18a'>{v1}%</font>,{k1}: урон скелетов-лучников до <font color='#83d18a'>{v1}%</font>
