--[[
  ~ dumper · customs · dota2
  ~ credits: rou (a.k.a internetenemy), qfun(a.k.a qfun_g9s)
  ~ special for t.me/wildguild

  ~ build ec5ff63 
  ~ auto-generated — do not edit
]]


Tokens,SChineseBaseline,English,EnglishReviewStatus,Russian,RussianReviewStatus,Vietnamese,VietnameseReviewStatus,ReviewIssue,ReviewBatch,Note
DOTA_Tooltip_ability_item_P261_Description,<h1>佳酿</h1>使用后永久获得<b>1%</b>魔法伤害。,<h1>Fine Wine</h1>Permanently gain <b>1%</b> magic damage upon use.,approved,<h1>Напиток</h1>При использовании навсегда даёт <b>1%</b> магического урона.,approved,"<h1>Rượu ngon</h1>Sau khi sử dụng, vĩnh viễn nhận <b>1%</b> sát thương phép.",approved,,migration-2026-08,
DOTA_Tooltip_ability_item_P261_Lore,"酒仙最爱的秘酒之一,具有雷霆之力。","One of the Brewmaster's favorite secret brews, imbued with thunderous power.",approved,"Один из любимых секретных напитков Брюмастера, обладающий силой грома.",approved,"Một trong những loại rượu bí mật yêu thích của Rượu Tiên, có sức mạnh sấm sét.",approved,,migration-2026-08,
DOTA_Tooltip_ability_item_P262,妖精秘酒,Fairy Secret Wine,approved,Секретный эликсир фей,approved,Rượu bí mật yêu tinh,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_P262_Description,<h1>佳酿</h1>使用后永久获得<b>1</b>点魔法值。,<h1>Fine Wine</h1>Permanently gain <b>1</b> mana point upon use.,approved,<h1>Напиток</h1>При использовании навсегда даёт <b>1</b> единицу маны.,approved,"<h1>Rượu ngon</h1>Sau khi sử dụng, vĩnh viễn nhận <b>1</b> điểm năng lượng.",approved,,migration-2026-08,
DOTA_Tooltip_ability_item_P262_Lore,"精灵秘酿,限量供应。","Elven secret brew, limited supply.",approved,"Эльфийский секретный напиток, ограниченная партия.",approved,"Rượu bí truyền của tinh linh, cung cấp có hạn.",approved,,migration-2026-08,
DOTA_Tooltip_ability_item_P263,力量秘酒,Strength Secret Brew,approved,Тайное зелье силы,approved,Rượu bí mật sức mạnh,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_P263_Description,<h1>佳酿</h1>使用后永久获得<b>1%</b>基础力量加成。,<h1>Fine Wine</h1>Permanently gain <b>1%</b> base strength bonus upon use.,approved,<h1>Напиток</h1>Использование навсегда даёт <b>1%</b> к базовой силе.,approved,<h1>Rượu ngon</h1>Sử dụng để tăng vĩnh viễn <b>1%</b> sức mạnh cơ bản.,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_P263_Lore,"精灵秘酿,限量供应。","Elven secret brew, limited supply.",approved,"Эльфийский секретный напиток, ограниченная партия.",approved,"Rượu bí truyền của tinh linh, số lượng có hạn.",approved,,migration-2026-08,
DOTA_Tooltip_ability_item_P264,敏捷秘酒,Agility Secret Brew,approved,Тайное зелье ловкости,approved,Rượu bí truyền Nhanh nhẹn,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_P264_Description,<h1>佳酿</h1>使用后永久获得<b>1%</b>基础敏捷加成。,<h1>Brew</h1>Permanently grants <b>1%</b> base agility upon use.,approved,<h1>Напиток</h1>Использование навсегда даёт <b>1%</b> к базовой ловкости.,approved,<h1>Rượu ngon</h1>Sử dụng để tăng vĩnh viễn <b>1%</b> nhanh nhẹn cơ bản.,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_P264_Lore,"精灵秘酿,限量供应。","Elven secret brew, limited supply.",approved,"Эльфийский секретный напиток, ограниченная партия.",approved,"Rượu bí truyền của tinh linh, số lượng có hạn.",approved,,migration-2026-08,
DOTA_Tooltip_ability_item_P265,智力秘酒,Intellect Secret Brew,approved,Тайное зелье интеллекта,approved,Rượu bí truyền Trí tuệ,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_P265_Description,<h1>佳酿</h1>使用后永久获得<b>1%</b>基础智力加成。,<h1>Brew</h1>Permanently grants <b>1%</b> base intelligence upon use.,approved,<h1>Напиток</h1>Использование навсегда даёт <b>1%</b> к базовому интеллекту.,approved,<h1>Rượu ngon</h1>Sử dụng để tăng vĩnh viễn <b>1%</b> trí tuệ cơ bản.,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_P265_Lore,"精灵秘酿,限量供应。","Elven secret brew, limited supply.",approved,"Эльфийский секретный напиток, ограниченная партия.",approved,"Rượu bí truyền của tinh linh, số lượng có hạn.",approved,,migration-2026-08,
DOTA_Tooltip_ability_item_P266,炽热秘酒,Blazing Secret Brew,approved,Пылающее тайное зелье,approved,Rượu bí truyền Rực lửa,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_P266_Description,<h1>佳酿</h1>使用后永久获得<b>1%</b>物理伤害加成。,<h1>Brew</h1>Permanently grants <b>1%</b> physical damage bonus upon use.,approved,<h1>Напиток</h1>Использование навсегда даёт <b>1%</b> к физическому урону.,approved,<h1>Rượu ngon</h1>Sử dụng để tăng vĩnh viễn <b>1%</b> sát thương vật lý.,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_P266_Lore,"精灵秘酿,限量供应。","Elven secret brew, limited supply.",approved,"Эльфийский секретный напиток, ограниченная партия.",approved,"Rượu bí truyền của tinh linh, số lượng có hạn.",approved,,migration-2026-08,
DOTA_Tooltip_ability_item_P267,魔能秘酒,Arcane Secret Brew,approved,Магическое тайное зелье,approved,Rượu bí truyền Ma năng,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_P267_Description,<h1>佳酿</h1>使用后永久获得<b>1%</b>魔法伤害加成。,<h1>Brew</h1>Permanently grants <b>1%</b> magic damage bonus upon use.,approved,<h1>Напиток</h1>Использование навсегда даёт <b>1%</b> к магическому урону.,approved,<h1>Rượu ngon</h1>Sử dụng để tăng vĩnh viễn <b>1%</b> sát thương phép.,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_P267_Lore,"精灵秘酿,限量供应。","Elven secret brew, limited supply.",approved,"Эльфийский секретный напиток, ограниченная партия.",approved,"Rượu bí truyền của tinh linh, số lượng có hạn.",approved,,migration-2026-08,
DOTA_Tooltip_ability_item_P268,小秘匣,Small Secret Chest,approved,Маленький тайный ящик,approved,Hộp nhỏ bí mật,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_P268_Description,<h1>使用：扩容</h1>使用后永久增加1格仓库。,<h1>Use: Expand</h1>Permanently increases storage by 1 slot upon use.,approved,<h1>Использование: Расширение</h1>При использовании навсегда добавляет 1 ячейку склада.,approved,<h1>Sử dụng: Mở rộng</h1>Sử dụng để tăng vĩnh viễn 1 ô kho.,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_P269,秘境佳酿,Mystic Brew,approved,Заповедный напиток,approved,Rượu ngon bí cảnh,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_P269_Description,<h1>佳酿</h1>使用后永久获得<b>5点</b>生命值。,<h1>Brew</h1>Permanently grants <b>5</b> health upon use.,approved,<h1>Напиток</h1>Использование навсегда даёт <b>5 ед.</b> здоровья.,approved,<h1>Rượu ngon</h1>Sử dụng để tăng vĩnh viễn <b>5 điểm</b> máu.,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_P269_Lore,"精灵秘酿,限量供应。","Elven secret brew, limited supply.",approved,"Эльфийский секретный напиток, ограниченная партия.",approved,"Rượu bí truyền của tinh linh, số lượng có hạn.",approved,,migration-2026-08,
DOTA_Tooltip_ability_item_P102,极效生命药剂,Ultimate Health Potion,approved,Сильнейшее зелье здоровья,approved,Thuốc Sinh Mệnh Cực Hiệu,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_P102_Description,<h1>使用：治愈</h1>使用后恢复%heal_amount%+%heal_pct%%%最大生命值。,<h1>Use: Heal</h1>Restores %heal_amount% + %heal_pct%%% max health upon use.,approved,<h1>Применение: исцеление</h1>Восстанавливает %heal_amount%+%heal_pct%%% максимального здоровья.,approved,"<h1>Sử dụng: Chữa trị</h1>Sau khi sử dụng, hồi phục %heal_amount%+%heal_pct%%% máu tối đa.",approved,,migration-2026-08,
DOTA_Tooltip_ability_item_P103,极效魔法药剂,Ultimate Mana Potion,approved,Сильнейшее зелье маны,approved,Thuốc Ma Pháp Cực Hiệu,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_P103_Description,<h1>使用：回复</h1>使用后恢复%mp_amount%+%mp_pct%%%魔法值。,<h1>Use: Replenish</h1>Restores %mp_amount% + %mp_pct%%% mana upon use.,approved,<h1>Применение: восстановление</h1>Восстанавливает %mp_amount%+%mp_pct%%% маны.,approved,"<h1>Sử dụng: Hồi phục</h1>Sau khi sử dụng, hồi phục %mp_amount%+%mp_pct%%% mana.",approved,,migration-2026-08,
DOTA_Tooltip_ability_item_s_0305,命石:破碎之斧,Fate Stone: Shattered Axe,approved,Грань: Расколотый топор,approved,Đá Mệnh: Rìu Phá Toái,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_s_0305_Description,<h1>升华：破碎之斧</h1>升华后将命石的随机属性追加到对应的先祖装备。,<h1>Ascension: Shattered Axe</h1>Ascension appends the Fate Stone's random attributes to the corresponding Ancestral Equipment.,approved,<h1>Вознесение: Расколотый топор</h1>После Вознесения соответствующее Снаряжение предков получает случайные свойства Грани.,approved,"<h1>Thăng Hoa: Rìu Phá Toái</h1>Sau khi Thăng Hoa, thuộc tính ngẫu nhiên của Đá Mệnh sẽ được cộng thêm vào Trang bị Tổ Tiên tương ứng.",approved,,migration-2026-08,
DOTA_Tooltip_ability_item_s_0168,命石:暗影披风,Fate Stone: Shadow Cloak,approved,Грань: Плащ тени,approved,Đá Mệnh: Áo Choàng Bóng Tối,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_s_0168_Description,<h1>升华：暗影披风</h1>升华后将命石的随机属性追加到对应的先祖装备。,<h1>Ascension: Shadow Cloak</h1>Ascension appends the Fate Stone's random attributes to the corresponding Ancestral Equipment.,approved,<h1>Вознесение: Плащ тени</h1>После Вознесения соответствующее Снаряжение предков получает случайные свойства Грани.,approved,"<h1>Thăng Hoa: Áo Choàng Bóng Tối</h1>Sau khi Thăng Hoa, thuộc tính ngẫu nhiên của Đá Mệnh sẽ được cộng thêm vào Trang bị Tổ Tiên tương ứng.",approved,,migration-2026-08,
DOTA_Tooltip_ability_item_s_0175,命石:风雪之坠,Fate Stone: Snowfall,approved,Грань: Кулон метели,approved,Đá Mệnh: Phong Tuyết Trụy,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_s_0175_Description,<h1>升华：风雪之坠</h1>升华后将命石的随机属性追加到对应的先祖装备。,<h1>Ascension: Snowfall</h1>Ascension appends the Fate Stone's random attributes to the corresponding Ancestral Equipment.,approved,<h1>Вознесение: Кулон метели</h1>После Вознесения соответствующее Снаряжение предков получает случайные свойства Грани.,approved,"<h1>Thăng Hoa: Phong Tuyết Trụy</h1>Sau khi Thăng Hoa, thuộc tính ngẫu nhiên của Đá Mệnh sẽ được cộng thêm vào Trang bị Tổ Tiên tương ứng.",approved,,migration-2026-08,
DOTA_Tooltip_ability_item_s_0225,命石:先锋盾,Fate Stone: Vanguard,approved,Грань: Авангард,approved,Đá Mệnh: Khiên Tiên Phong,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_s_0225_Description,<h1>升华：先锋盾</h1>升华后将命石的随机属性追加到对应的先祖装备。,<h1>Ascension: Vanguard</h1>Ascension appends the Fate Stone's random attributes to the corresponding Ancestral Equipment.,approved,<h1>Вознесение: Авангард</h1>После Вознесения соответствующее Снаряжение предков получает случайные свойства Грани.,approved,"<h1>Thăng Hoa: Khiên Tiên Phong</h1>Sau khi Thăng Hoa, thuộc tính ngẫu nhiên của Đá Mệnh sẽ được cộng thêm vào Trang bị Tổ Tiên tương ứng.",approved,,migration-2026-08,
DOTA_Tooltip_ability_item_s_0238,命石:晦暗之铠,Fate Stone: Gloom Armor,approved,Грань: Мрачная броня,approved,Đá Mệnh: Giáp U Ám,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_s_0238_Description,<h1>升华：晦暗之铠</h1>升华后将命石的随机属性追加到对应的先祖装备。,<h1>Ascension: Gloom Armor</h1>Ascension appends the Fate Stone's random attributes to the corresponding Ancestral Equipment.,approved,<h1>Вознесение: Мрачная броня</h1>После Вознесения соответствующее Снаряжение предков получает случайные свойства Грани.,approved,"<h1>Thăng Hoa: Giáp U Ám</h1>Sau khi Thăng Hoa, thuộc tính ngẫu nhiên của Đá Mệnh sẽ được cộng thêm vào Trang bị Tổ Tiên tương ứng.",approved,,migration-2026-08,
DOTA_Tooltip_ability_item_s_0240,命石:不屈重铠,Fate Stone: Unyielding Heavy Armor,approved,Грань: Несокрушимая тяжёлая броня,approved,Đá Mệnh: Trọng Giáp Bất Khuất,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_s_0240_Description,<h1>升华：不屈重铠</h1>升华后将命石的随机属性追加到对应的先祖装备。,<h1>Ascension: Unyielding Heavy Armor</h1>Ascension appends the Fate Stone's random attributes to the corresponding Ancestral Equipment.,approved,<h1>Вознесение: Несокрушимая тяжёлая броня</h1>После Вознесения соответствующее Снаряжение предков получает случайные свойства Грани.,approved,"<h1>Thăng Hoa: Trọng Giáp Bất Khuất</h1>Sau khi Thăng Hoa, thuộc tính ngẫu nhiên của Đá Mệnh sẽ được cộng thêm vào Trang bị Tổ Tiên tương ứng.",approved,,migration-2026-08,
DOTA_Tooltip_ability_item_s_0250,命石:狗头人酒杯,Fate Stone: Kobold Goblet,approved,Грань: Кубок кобольда,approved,Đá Mệnh: Ly rượu Kobold,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_s_0250_Description,<h1>升华：狗头人酒杯</h1>升华后将命石的随机属性追加到对应的先祖装备。,<h1>Ascension: Kobold Goblet</h1>Ascension appends the Fate Stone's random attributes to the corresponding Ancestral Equipment.,approved,<h1>Вознесение: Кубок кобольда</h1>После Вознесения соответствующее Снаряжение предков получает случайные свойства Грани.,approved,"<h1>Thăng Hoa: Ly rượu Kobold</h1>Sau khi Thăng Hoa, thuộc tính ngẫu nhiên của Đá Mệnh sẽ được cộng thêm vào Trang bị Tổ Tiên tương ứng.",approved,,migration-2026-08,
DOTA_Tooltip_ability_item_s_0255,命石:余烬军团战盾,Fate Stone: Ember Legion War Shield,approved,Грань: Боевой щит Легиона Углей,approved,Đá Mệnh: Chiến khiên Quân đoàn Ember,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_s_0255_Description,<h1>升华：余烬军团战盾</h1>升华后将命石的随机属性追加到对应的先祖装备。,<h1>Ascension: Ember Legion War Shield</h1>Ascension appends the Fate Stone's random attributes to the corresponding Ancestral Equipment.,approved,<h1>Вознесение: Боевой щит Легиона Углей</h1>После Вознесения соответствующее Снаряжение предков получает случайные свойства Грани.,approved,"<h1>Thăng Hoa: Chiến khiên Quân đoàn Ember</h1>Sau khi Thăng Hoa, thuộc tính ngẫu nhiên của Đá Mệnh sẽ được cộng thêm vào Trang bị Tổ Tiên tương ứng.",approved,,migration-2026-08,
DOTA_Tooltip_ability_item_s_0270,命石:基迪花粉袋,Fate Stone: Giddy Pollen Pouch,approved,Грань: Мешочек пыльцы Гиди,approved,Đá Mệnh: Túi phấn hoa Giddy,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_s_0270_Description,<h1>升华：基迪花粉袋</h1>升华后将命石的随机属性追加到对应的先祖装备。,<h1>Ascension: Giddy Pollen Pouch</h1>Ascension appends the Fate Stone's random attributes to the corresponding Ancestral Equipment.,approved,<h1>Вознесение: Мешочек пыльцы Гиди</h1>После Вознесения соответствующее Снаряжение предков получает случайные свойства Грани.,approved,"<h1>Thăng Hoa: Túi phấn hoa Giddy</h1>Sau khi Thăng Hoa, thuộc tính ngẫu nhiên của Đá Mệnh sẽ được cộng thêm vào Trang bị Tổ Tiên tương ứng.",approved,,migration-2026-08,
DOTA_Tooltip_ability_item_s_0273,命石:火焰斗篷,Fate Stone: Flame Cloak,approved,Грань: Огненный плащ,approved,Đá Mệnh: Áo choàng Lửa,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_s_0273_Description,<h1>升华：火焰斗篷</h1>升华后将命石的随机属性追加到对应的先祖装备。,<h1>Ascension: Flame Cloak</h1>Ascension appends the Fate Stone's random attributes to the corresponding Ancestral Equipment.,approved,<h1>Вознесение: Огненный плащ</h1>После Вознесения соответствующее Снаряжение предков получает случайные свойства Грани.,approved,"<h1>Thăng Hoa: Áo choàng Lửa</h1>Sau khi Thăng Hoa, thuộc tính ngẫu nhiên của Đá Mệnh sẽ được cộng thêm vào Trang bị Tổ Tiên tương ứng.",approved,,migration-2026-08,
DOTA_Tooltip_ability_item_s_0282,命石:蒲公英护符,Fate Stone: Dandelion Charm,approved,Грань: Амулет одуванчика,approved,Đá Mệnh: Bùa Bồ công anh,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_s_0282_Description,<h1>升华：蒲公英护符</h1>升华后将命石的随机属性追加到对应的先祖装备。,<h1>Ascension: Dandelion Charm</h1>Ascension appends the Fate Stone's random attributes to the corresponding Ancestral Equipment.,approved,<h1>Вознесение: Амулет одуванчика</h1>После Вознесения соответствующее Снаряжение предков получает случайные свойства Грани.,approved,"<h1>Thăng Hoa: Bùa Bồ công anh</h1>Sau khi Thăng Hoa, thuộc tính ngẫu nhiên của Đá Mệnh sẽ được cộng thêm vào Trang bị Tổ Tiên tương ứng.",approved,,migration-2026-08,
DOTA_Tooltip_ability_item_s_0289,命石:恶牛角,Fate Stone: Dire Bull Horn,approved,Грань: Рог злобного быка,approved,Đá Mệnh: Sừng Trâu Ác,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_s_0289_Description,<h1>升华：恶牛角</h1>升华后将命石的随机属性追加到对应的先祖装备。,<h1>Ascension: Dire Bull Horn</h1>Ascension appends the Fate Stone's random attributes to the corresponding Ancestral Equipment.,approved,<h1>Вознесение: Рог злобного быка</h1>После Вознесения соответствующее Снаряжение предков получает случайные свойства Грани.,approved,"<h1>Thăng Hoa: Sừng Trâu Ác</h1>Sau khi Thăng Hoa, thuộc tính ngẫu nhiên của Đá Mệnh sẽ được cộng thêm vào Trang bị Tổ Tiên tương ứng.",approved,,migration-2026-08,
DOTA_Tooltip_ability_item_s_0296,命石:冰牙之刃,Fate Stone: Frostfang Blade,approved,Грань: Клинок ледяного клыка,approved,Đá Mệnh: Lưỡi kiếm Răng Băng,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_s_0296_Description,<h1>升华：冰牙之刃</h1>升华后将命石的随机属性追加到对应的先祖装备。,<h1>Ascension: Frostfang Blade</h1>Ascension appends the Fate Stone's random attributes to the corresponding Ancestral Equipment.,approved,<h1>Вознесение: Клинок ледяного клыка</h1>После Вознесения соответствующее Снаряжение предков получает случайные свойства Грани.,approved,"<h1>Thăng Hoa: Lưỡi kiếm Răng Băng</h1>Sau khi Thăng Hoa, thuộc tính ngẫu nhiên của Đá Mệnh sẽ được cộng thêm vào Trang bị Tổ Tiên tương ứng.",approved,,migration-2026-08,
DOTA_Tooltip_ability_item_s_0329,命石:狮心战铠,Fate Stone: Lionheart Warplate,approved,Грань: Доспехи Львиного Сердца,approved,Đá Mệnh: Chiến giáp Sư Tử Tâm,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_s_0329_Description,<h1>升华：狮心战铠</h1>升华后将命石的随机属性追加到对应的先祖装备。,<h1>Ascension: Lionheart Warplate</h1>Ascension appends the Fate Stone's random attributes to the corresponding Ancestral Equipment.,approved,<h1>Вознесение: Доспехи Львиного Сердца</h1>После Вознесения соответствующее Снаряжение предков получает случайные свойства Грани.,approved,"<h1>Thăng Hoa: Chiến giáp Sư Tử Tâm</h1>Sau khi Thăng Hoa, thuộc tính ngẫu nhiên của Đá Mệnh sẽ được cộng thêm vào Trang bị Tổ Tiên tương ứng.",approved,,migration-2026-08,
DOTA_Tooltip_ability_item_s_0332,命石:献祭之血,Fate Stone: Sacrificial Blood,approved,Грань: Жертвенная кровь,approved,Đá Mệnh: Máu Hiến Tế,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_s_0332_Description,<h1>升华：献祭之血</h1>升华后将命石的随机属性追加到对应的先祖装备。,<h1>Ascension: Sacrificial Blood</h1>Ascension appends the Fate Stone's random attributes to the corresponding Ancestral Equipment.,approved,<h1>Вознесение: Жертвенная кровь</h1>После Вознесения соответствующее Снаряжение предков получает случайные свойства Грани.,approved,"<h1>Thăng Hoa: Máu Hiến Tế</h1>Sau khi Thăng Hoa, thuộc tính ngẫu nhiên của Đá Mệnh sẽ được cộng thêm vào Trang bị Tổ Tiên tương ứng.",approved,,migration-2026-08,
DOTA_Tooltip_ability_item_s_0336,命石:贤者之靴,Fate Stone: Sage Boots,approved,Грань: Сапоги мудреца,approved,Đá Mệnh: Giày Hiền Giả,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_s_0336_Description,<h1>升华：贤者之靴</h1>升华后将命石的随机属性追加到对应的先祖装备。,<h1>Ascension: Sage Boots</h1>Ascension appends the Fate Stone's random attributes to the corresponding Ancestral Equipment.,approved,<h1>Вознесение: Сапоги мудреца</h1>После Вознесения соответствующее Снаряжение предков получает случайные свойства Грани.,approved,"<h1>Thăng Hoa: Giày Hiền Giả</h1>Sau khi Thăng Hoa, thuộc tính ngẫu nhiên của Đá Mệnh sẽ được cộng thêm vào Trang bị Tổ Tiên tương ứng.",approved,,migration-2026-08,
DOTA_Tooltip_ability_item_s_0339,命石:旧日魔法书,Fate Stone: Ancient Grimoire,approved,Грань: Книга древней магии,approved,Đá Mệnh: Sách Phép Cổ Xưa,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_s_0339_Description,<h1>升华：旧日魔法书</h1>升华后将命石的随机属性追加到对应的先祖装备。,<h1>Ascension: Ancient Grimoire</h1>Ascension appends the Fate Stone's random attributes to the corresponding Ancestral Equipment.,approved,<h1>Вознесение: Книга древней магии</h1>После Вознесения соответствующее Снаряжение предков получает случайные свойства Грани.,approved,"<h1>Thăng Hoa: Sách Phép Cổ Xưa</h1>Sau khi Thăng Hoa, thuộc tính ngẫu nhiên của Đá Mệnh sẽ được cộng thêm vào Trang bị Tổ Tiên tương ứng.",approved,,migration-2026-08,
DOTA_Tooltip_ability_item_s_0360,命石:疾影之靴,Fate Stone: Hunter's Boots,approved,Грань: Сапоги охотника,approved,Đá Mệnh: Giày Truy Lùng,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_s_0360_Description,<h1>升华：疾影之靴</h1>升华后将命石的随机属性追加到对应的先祖装备。,<h1>Ascension: Hunter's Boots</h1>Ascension appends the Fate Stone's random attributes to the corresponding Ancestral Equipment.,approved,<h1>Вознесение: Сапоги охотника</h1>После Вознесения соответствующее Снаряжение предков получает случайные свойства Грани.,approved,"<h1>Thăng Hoa: Giày Truy Lùng</h1>Sau khi Thăng Hoa, thuộc tính ngẫu nhiên của Đá Mệnh sẽ được cộng thêm vào Trang bị Tổ Tiên tương ứng.",approved,,migration-2026-08,
DOTA_Tooltip_ability_item_s_0365,命石:眼镜蛇之刃,Fate Stone: Cobra Blade,approved,Грань: Клинок кобры,approved,Đá Mệnh: Lưỡi Kiếm Hổ Mang,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_s_0365_Description,<h1>升华：眼镜蛇之刃</h1>升华后将命石的随机属性追加到对应的先祖装备。,<h1>Ascension: Cobra Blade</h1>Ascension appends the Fate Stone's random attributes to the corresponding Ancestral Equipment.,approved,<h1>Вознесение: Клинок кобры</h1>После Вознесения соответствующее Снаряжение предков получает случайные свойства Грани.,approved,"<h1>Thăng Hoa: Lưỡi Kiếm Hổ Mang</h1>Sau khi Thăng Hoa, thuộc tính ngẫu nhiên của Đá Mệnh sẽ được cộng thêm vào Trang bị Tổ Tiên tương ứng.",approved,,migration-2026-08,
DOTA_Tooltip_ability_item_s_0388,命石:狂战士背包,Fate Stone: Berserker Backpack,approved,Грань: Рюкзак берсерка,approved,Đá Mệnh: Ba Lô Cuồng Chiến,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_s_0388_Description,<h1>升华：狂战士背包</h1>升华后将命石的随机属性追加到对应的先祖装备。,<h1>Ascension: Berserker Backpack</h1>Ascension appends the Fate Stone's random attributes to the corresponding Ancestral Equipment.,approved,<h1>Вознесение: Рюкзак берсерка</h1>После Вознесения соответствующее Снаряжение предков получает случайные свойства Грани.,approved,"<h1>Thăng Hoa: Ba Lô Cuồng Chiến</h1>Sau khi Thăng Hoa, thuộc tính ngẫu nhiên của Đá Mệnh sẽ được cộng thêm vào Trang bị Tổ Tiên tương ứng.",approved,,migration-2026-08,
DOTA_Tooltip_ability_item_s_0406,命石:永夜剑,Fate Stone: Evernight Sword,approved,Грань: Меч вечной ночи,approved,Đá Mệnh: Kiếm Đêm Vĩnh Hằng,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_s_0406_Description,<h1>升华：永夜剑</h1>升华后将命石的随机属性追加到对应的先祖装备。,<h1>Ascension: Evernight Sword</h1>Ascension appends the Fate Stone's random attributes to the corresponding Ancestral Equipment.,approved,<h1>Вознесение: Меч вечной ночи</h1>После Вознесения соответствующее Снаряжение предков получает случайные свойства Грани.,approved,"<h1>Thăng Hoa: Kiếm Đêm Vĩnh Hằng</h1>Sau khi Thăng Hoa, thuộc tính ngẫu nhiên của Đá Mệnh sẽ được cộng thêm vào Trang bị Tổ Tiên tương ứng.",approved,,migration-2026-08,
DOTA_Tooltip_ability_item_s_0428,命石:雷神之锤,Fate Stone: Mjollnir,approved,Грань: Молот громовержца,approved,Đá Mệnh: Búa Thần Sấm,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_s_0428_Description,<h1>升华：雷神之锤</h1>升华后将命石的随机属性追加到对应的先祖装备。,<h1>Ascension: Mjollnir</h1>Ascension appends the Fate Stone's random attributes to the corresponding Ancestral Equipment.,approved,<h1>Вознесение: Молот громовержца</h1>После Вознесения соответствующее Снаряжение предков получает случайные свойства Грани.,approved,"<h1>Thăng Hoa: Búa Thần Sấm</h1>Sau khi Thăng Hoa, thuộc tính ngẫu nhiên của Đá Mệnh sẽ được cộng thêm vào Trang bị Tổ Tiên tương ứng.",approved,,migration-2026-08,
DOTA_Tooltip_ability_item_s_0444,命石:代达罗斯之殇,Fate Stone: Daedalus,approved,Грань: Скорбь Дедала,approved,Đá Mệnh: Nỗi Đau Daedalus,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_s_0444_Description,<h1>升华：代达罗斯之殇</h1>升华后将命石的随机属性追加到对应的先祖装备。,<h1>Ascension: Daedalus</h1>Ascension appends the Fate Stone's random attributes to the corresponding Ancestral Equipment.,approved,<h1>Вознесение: Скорбь Дедала</h1>После Вознесения соответствующее Снаряжение предков получает случайные свойства Грани.,approved,"<h1>Thăng Hoa: Nỗi Đau Daedalus</h1>Sau khi Thăng Hoa, thuộc tính ngẫu nhiên của Đá Mệnh sẽ được cộng thêm vào Trang bị Tổ Tiên tương ứng.",approved,,migration-2026-08,
DOTA_Tooltip_ability_item_s_0456,命石:贤者法袍,Fate Stone: Sage's Robe,approved,Грань: Мантия мудреца,approved,Đá Mệnh: Áo Choàng Hiền Giả,approved,,migration-2026-08,
DOTA_Tooltip_ability_item_s_0456_Description,<h1>升华：贤者法袍</h1>升华后将命石的随机属性追加到对应的先祖装备。,<h1>Ascension: Sage's Robe</h1>Ascension appends the Fate Stone's random attributes to the corresponding Ancestral Equipment.,approved,<h1>Вознесение: Мантия мудреца</h1>После Вознесения соответствующее Снаряжение предков получает случайные свойства Грани.,approved,"<h1>Thăng Hoa: Áo Choàng Hiền Giả</h1>Sau khi Thăng Hoa, thuộc tính ngẫu nhiên của Đá Mệnh sẽ được cộng thêm vào Trang bị Tổ Tiên tương ứng.",approved,,migration-2026-08,
